ID_Bantuan,Latitude,Longitude,Jumlah_Penerima,Prioritas
B00181,-5.201872032145605,123.6397864426587,3101,3
B00182,-9.070950138909986,120.60175093766314,3993,3
B00183,4.719791510735567,135.73616361278712,3281,1
B00184,3.9147690074766768,97.91730012474281,137,3
B00185,-6.614992328842355,98.09804052617427,3478,2
B00186,0.21972878258104345,127.28005126653844,1721,3
B00187,2.89277740342067,130.3263394942162,4576,3
B00188,-1.5615862028091403,114.94511324097053,4893,1
B00189,-1.9959401679478894,111.20603957049612,1971,3
B00190,-6.888511054692321,107.78547304544901,4978,5
B00191,-9.417252947299714,105.78216474834319,1702,3
B00192,4.252667885206554,136.95009512521585,2885,5
B00193,4.3071069717766175,108.57641913261394,2596,3
B00194,-0.23727522635444487,124.81162460731505,4510,2
B00195,-5.236493552172089,131.20635989764662,2706,5
B00196,-5.063437231584765,96.01046260858872,3463,5
B00197,1.341246540794069,96.55821089462658,3280,2
B00198,4.25087441919381,110.32432061331899,4372,1
B00199,4.080469212506994,127.01672423843034,827,1
B00200,2.2578842795796064,106.99673722206809,3463,2
B00201,-0.08546201537710729,95.06823135988351,3586,3
B00202,-9.56962059508417,108.25480339742018,4716,3
B00203,-8.252311860391565,99.14601756560158,2460,4
B00204,4.275421204960347,105.09301206644687,4375,2
B00205,-0.6907059857869715,110.32674003216769,1208,2
B00206,-10.843650122517296,100.89063833316258,4438,4
B00207,-9.274983771277455,127.49277746259236,2983,5
B00208,0.27953007483694847,106.77233067228467,3124,1
B00209,-10.913953074614282,125.41036076802827,2904,2
B00210,-8.266263125902523,122.5555112297738,955,2
B00211,-1.6715255807680354,136.31009243391185,4054,4
B00212,0.7622183607757851,99.04492592785479,3912,1
B00213,0.08334141154420927,104.87197312272858,4947,4
B00214,-7.1874217391704835,134.7982077360229,821,4
B00215,1.1070467629081104,132.8180469937419,2001,2
B00216,-6.966765512554399,103.83685563037433,3291,3
B00217,-5.468205131292448,99.95585654952171,4547,5
B00218,1.6903538870064096,134.38710737252893,869,2
B00219,0.043759283802648596,103.19435061393642,4274,2
B00220,3.4367979784010245,135.07104647925658,4232,1
B00221,0.179419169105838,139.21127617137608,2558,5
B00222,-1.3387537432969818,105.15710537448084,949,1
B00223,-9.407528946922428,133.65782959636394,4375,1
B00224,-4.74883134798963,114.49623013918409,2783,2
B00225,-6.491559749410667,131.28380753866082,1139,5
B00226,-6.852176062555579,113.7401948850268,2019,5
B00227,5.541179430791576,98.23819754175098,1409,4
B00228,-4.317338680665073,127.78398254022855,4506,2
B00229,4.164791438010926,101.93167743556464,2351,5
B00230,-0.27064335804653084,137.64315410856815,2803,3
B00231,2.5117921602080227,114.21632901895225,341,2
B00232,-2.4551694172117333,98.77200680384065,3960,5
B00233,-1.1926339613518948,105.51008067960375,1472,4
B00234,-2.6271992050793145,134.67581040351394,3222,1
B00235,-7.680869207433243,109.76993160271104,2426,4
B00236,1.281685959445591,134.3910877690657,1585,5
B00237,-6.2268698385054515,102.92518996603886,1801,1
B00238,-10.586628570665285,116.53803368455554,2079,4
B00239,-0.02697096957814793,135.39993662218436,2593,1
B00240,-7.989118450080168,97.2266222868698,4156,4
B00241,4.987795933999543,108.99675040786254,217,5
B00242,5.216785809043984,136.85317311418413,2487,3
B00243,4.552694633747624,122.44021107456999,3612,1
B00244,-4.707302095657445,127.9466780270182,4835,2
B00245,-10.737237519009254,133.73790817525074,3833,2
B00246,4.781415563991331,119.08543560837937,1537,3
B00247,-3.720869478605657,133.8868314469936,3042,3
B00248,5.433131923742383,124.38317025074677,3142,2
B00249,5.381539610517297,126.53992072592109,928,4
B00250,3.501160742945121,102.03130493773442,396,1
B00251,-5.994368834817044,138.19486614479638,4436,1
B00252,-4.45333861376727,131.61988012000612,1709,1
B00253,3.469323415786567,106.69301582276887,3762,5
B00254,-5.612325912343279,121.67975465362045,3521,4
B00255,-8.118623306336428,112.3174316236134,1616,2
B00256,-1.5343785382080473,125.37849194525593,3863,5
B00257,4.9146311607332756,140.71235478731361,3259,4
B00258,0.8325065434745405,97.10433426860767,4962,3
B00259,-1.308960108480795,138.81608734632673,2600,3
B00260,-9.347999605896934,98.33000127860791,2907,5
B00261,-0.5448771461141142,116.19517324867579,2831,1
B00262,5.830915451772476,117.17702322729806,2007,2
B00263,-8.618571740979093,107.3613249115912,1370,2
B00264,-2.1883959098164762,121.06816715874558,2908,3
B00265,3.9153422227752426,133.36235073157684,4509,4
B00266,1.5930665018214754,108.52226033571857,2307,3
B00267,0.8492675969195549,98.23862713199833,828,2
B00268,0.9422294277808572,124.08505022949807,3041,2
B00269,-4.888650429264162,129.58027594081958,2739,4
B00270,-6.008938647503613,138.90805845061922,4237,5
B00271,2.7591396431347306,102.33813375479562,3589,3
B00272,2.7719277095460733,136.46255382702105,3264,5
B00273,3.740229415861762,117.17767995069917,2310,2
B00274,4.5250893934600125,105.84487890310591,2611,1
B00275,-2.3071792193640572,139.2864296290284,2788,2
B00276,-2.4742229903176067,105.96774644467087,1961,4
B00277,2.5710180424351776,128.73843254385287,4897,3
B00278,0.04938682322200805,131.10479180658996,4733,5
B00279,0.933436913380957,114.80387641149994,3113,2
B00280,2.5284753804137186,126.73930285743947,4078,2
B00281,4.130090810898627,121.33394545134556,2883,2
B00282,-5.2540823335238915,103.83350661192341,2214,3
B00283,-4.6150898051209515,129.95484257722276,414,1
B00284,-9.402307022705227,137.688742662476,756,3
B00285,-1.1692376030650422,117.47735051708045,3412,3
B00286,-10.388981345455385,140.73827168707086,143,4
B00287,-3.0848336917481776,114.68640442260359,2932,3
B00288,-1.7750412099711976,117.06788248088564,1219,2
B00289,-6.128798713819165,125.9992856427872,532,1
B00290,-0.9558345703268181,103.54542663431981,1083,5
B00291,-10.48149575103616,136.48951645757148,92,3
B00292,-10.365080791263354,131.8585486684155,2713,5
B00293,2.9842095312141907,135.13119517402185,4985,4
B00294,-4.876759096008531,123.03969465718802,1958,1
B00295,-8.839971284917958,135.65240621425667,4941,4
B00296,-2.121864579068326,126.27873441479053,1642,5
B00297,2.089890402676385,118.53180139014495,274,1
B00298,-7.331042532553666,137.8623769832969,4354,1
B00299,-0.41086191107699577,115.22710936578906,190,3
B00300,-9.549093095105944,118.0262133526262,1560,3
B00301,-10.121410740133669,102.79901161803049,415,2
B00302,-1.9669712633414846,138.5923144535122,4582,3
B00303,-1.8092029326281889,105.16842918926606,1152,3
B00304,-0.16369167453048838,104.26513251281666,4950,3
B00305,1.343552673285247,99.65495179463386,316,4
B00306,5.5894853508630895,115.85453475299056,253,5
B00307,-2.22289407887968,107.58626929439181,449,5
B00308,-5.509739959998819,129.07592602444637,946,5
B00309,2.5181653110679623,109.14599452938646,4551,5
B00310,-6.395851728544738,128.15543203932214,235,1
B00311,-3.537485848004186,104.01420980770932,737,2
B00312,-9.66624151718148,105.57842879640383,4704,2
B00313,-10.569037361937223,132.08401138030925,1895,4
B00314,5.365023049524726,112.07030338853914,1732,5
B00315,3.211662048707499,100.14160287781587,4264,2
B00316,0.8315615035928658,139.2245750340668,3441,2
B00317,-4.047799944957412,103.16003919640613,627,4
B00318,-8.053996558795621,101.90906745845004,3526,5
B00319,-8.340570274591537,111.4855749141745,2011,3
B00320,-6.7458707312018795,99.39915338464088,3592,1
B00321,-1.663146699995952,102.15835329375376,4923,5
B00322,1.1481306859010605,133.93645148660767,1157,4
B00323,0.22335540420143118,102.88931536264475,829,1
B00324,-6.2411237519189715,100.12563342847676,400,1
B00325,5.232709771274301,135.47804669653806,2138,2
B00326,1.5442475838280654,115.41463937317201,2665,2
B00327,-1.5759811073061876,102.22949530497166,255,3
B00328,-0.6007473140160116,121.7498018032079,86,1
B00329,-3.8667989387275714,96.90926863429226,3787,4
B00330,-6.788573178480323,114.65959751295951,3840,2
B00331,-4.948464462928553,122.1544360132658,497,3
B00332,1.8833838778942749,139.0275213920202,1330,4
B00333,-10.75531069329415,110.01737913409805,2696,2
B00334,-9.026765111382424,130.19235044067642,3636,3
B00335,-10.217955085630203,101.10419143963595,3143,5
B00336,-10.307610360577508,114.944788101564,2666,1
B00337,3.542829928187123,105.26419757450157,637,3
B00338,0.9621836094604017,117.65352045031321,1758,2
B00339,-2.9390449055154715,114.19266550783041,2257,1
B00340,-9.336819268932974,140.070112298156,4919,3
B00341,-2.6425301230138505,137.20490790434965,1450,4
B00342,-2.9509798967303826,121.78147138463773,87,3
B00343,-8.055568211529742,103.11944978409551,4440,4
B00344,-3.624521962954458,120.62002160540676,3494,4
B00345,-4.225419515244652,131.43578480289352,1605,3
B00346,-0.5305483331123195,96.74924715095612,4665,4
B00347,-0.20340793525005552,114.96535003812187,1356,3
B00348,-10.229831833875243,96.96175808215492,652,3
B00349,-4.631585551349989,106.2220651272045,4741,5
B00350,-0.36038143285798085,99.23727434164272,4251,5
B00351,-2.4466836041385083,139.18660098235378,763,5
B00352,3.560327300201479,102.76611802789634,3110,1
B00353,0.19779173752206525,101.90477858746759,626,2
B00354,-8.230114739615695,139.71452845766413,2972,4
B00355,-9.800331294192693,118.73449535394138,3197,1
B00356,-0.07887227049263501,129.8673114446092,2491,4
B00357,-10.549307720792429,110.05647395379862,2690,3
B00358,-1.0418151183511242,119.51159247300335,4599,2
B00359,4.983914104224279,95.31527075557527,1200,3
B00360,-1.2169389761100575,113.80564968336114,3519,1
B00361,-4.401111254489128,120.53413017642188,879,1
B00362,-0.0641002864799951,118.6628675209597,4355,4
B00363,-3.209700861644217,113.66770561197077,1163,3
B00364,-1.7245145816291068,131.24375253224454,3449,5
B00365,5.004901749200929,118.07547802607056,2953,5
B00366,-4.436255157386838,124.26154408771322,3391,2
B00367,5.340239585006543,103.49257205516523,2713,1
B00368,4.390960913253084,134.6290044349117,433,5
B00369,-7.671550708581961,111.69046436692304,1010,4
B00370,-9.820857885122187,117.17676713301728,3856,2
B00371,-9.286773976583747,111.20095987193373,3726,5
B00372,-10.690228963923655,136.0277300963291,2365,3
B00373,-9.394469667149217,136.4340467602627,2294,5
B00374,0.611115148078067,105.31707985207117,2096,4
B00375,-9.789792976176107,129.62486956506734,1342,5
B00376,-5.577414285006058,99.73264310257717,3819,2
B00377,3.3628802864807277,96.37311625215872,616,5
B00378,-10.60437709249096,133.48286922100976,647,1
B00379,2.845964204011908,101.03419469391747,4763,4
B00380,-6.208468828852201,102.12000502160562,681,1
B00381,-8.991197930431843,122.90305992752414,3158,3
B00382,0.8445318111905618,132.57135176102278,2141,1
B00383,-0.30797160474197227,103.72164232188794,4156,3
B00384,3.9170242299598996,100.25284279676578,2473,1
B00385,1.4962077446660587,98.55682789303924,209,2
B00386,2.659175816542426,96.14293493293084,2267,2
B00387,-6.20541226628779,100.35804089347131,1817,2
B00388,-7.983527755744712,138.36382784015868,3788,3
B00389,1.760450777894592,99.38299557888524,4702,5
B00390,2.7161905675434888,122.48771280745555,1463,3
B00391,5.838587414011446,137.36445389013738,2987,2
B00392,-3.98549949250575,123.8797264757039,1204,4
B00393,-4.675692541522686,96.50630470807398,508,2
B00394,2.199020332613946,122.43503513193427,3152,1
B00395,-5.206339815698697,136.5410041146665,53,1
B00396,4.822874535260601,109.83771561368583,1395,1
B00397,3.593016781331201,109.42688476025884,3936,2
B00398,-3.7071015346246883,106.44772508023712,2277,5
B00399,1.7648081524554549,118.25505099952888,777,1
B00400,1.8272288594396002,105.94537092102989,692,4
B00401,-9.246894229789145,128.29428348435536,4368,2
B00402,4.343399413552634,124.66364038130216,2171,3
B00403,-2.4107096683864278,113.43558630700117,507,3
B00404,3.049776923831608,128.23753265853648,4118,3
B00405,-5.5591567824796,99.53083009622691,4284,3
B00406,4.223894884435408,129.47830655566858,3582,2
B00407,-4.383571461519227,122.73377635285031,3359,1
B00408,-10.815759924834929,123.98381228158534,108,2
B00409,4.391493599127482,97.97453021023429,3952,4
B00410,-9.44812649463573,123.43421053950078,76,4
B00411,-5.571668160962947,117.72961309597265,299,3
B00412,5.151053439863684,117.34967510657941,4616,2
B00413,5.160321497938455,109.80525639039357,1566,3
B00414,-1.251555901904137,95.35023863365234,4742,4
B00415,-0.2587673931134127,114.4413204021233,301,1
B00416,-3.376426126368564,113.44214631438398,1181,2
B00417,-6.015416881132903,114.44904873665729,2937,3
B00418,-5.412702728711428,123.151724302682,2119,3
B00419,0.4328137533096523,108.79568585596701,1184,1
B00420,1.7903670004405612,107.3916386647748,3833,2
B00421,2.456843743339425,117.89793885577089,3088,5
B00422,2.423508427507416,122.24661309532104,1972,5
B00423,-9.449496248172263,121.09710762620824,2819,5
B00424,-2.5948548200561152,135.555519770053,3069,3
B00425,-10.021501079717048,130.38062668386175,171,3
B00426,-1.6580090004964951,97.40073523325044,2712,2
B00427,-3.493981476652591,120.91986909681255,2512,2
B00428,4.0909711068910966,114.21945363653433,3609,2
B00429,-5.034444786614662,111.60835949719845,2068,5
B00430,-9.0098607207307,139.06321168172303,1502,4
B00431,-8.56914140510179,116.0126059962904,3606,1
B00432,1.9456807391970283,128.09400516856653,1185,1
B00433,-0.4902929236235618,139.4860006180139,4485,5
B00434,-9.280914505912566,101.94600625151091,4931,4
B00435,-9.570184296045044,97.51234805885183,1102,3
B00436,0.9164752348050396,109.42653055456304,2179,5
B00437,-9.76302889180871,97.04443620597604,2710,1
B00438,2.971621007936056,100.37117211766036,1275,4
B00439,1.0061178616604352,140.6186518359586,118,3
B00440,-9.617070729087704,139.16822961931723,2131,2
B00441,-9.557758860551738,126.79946231210924,4505,1
B00442,5.772872834519983,129.63740198179806,4835,4
B00443,-4.637396472145954,101.46263557157917,608,1
B00444,-4.699083499862854,122.38083649389972,753,5
B00445,2.8175926433775444,102.10298624277549,1624,5
B00446,5.103225815525597,112.40576318070131,2439,3
B00447,5.7620180849888065,110.8858711679314,1589,5
B00448,1.807429149402008,123.24218121466669,1043,2
B00449,-4.603587045974432,98.66588300370336,3809,4
B00450,-9.58048781612263,99.75925521639832,3441,5
B00451,2.2114975707664257,123.0568685137536,2347,1
B00452,-1.5071277544913144,124.26141221922282,618,3
B00453,-3.7882258428014035,110.6345915611854,3123,4
B00454,4.408024546610513,101.75607187831633,3592,3
B00455,-9.109642800795427,135.75967612641415,2821,5
B00456,-2.6253732270553947,97.43564470083929,4670,2
B00457,-10.806988038953875,127.99927380981677,1300,1
B00458,-3.0327690860998535,101.44205703390567,3482,2
B00459,-10.042844313408764,124.31919978763955,1220,5
B00460,-8.980095423442776,125.52816895872938,1478,5
B00461,-9.002053804789217,131.99594330362703,2426,4
B00462,0.03657513597308082,113.17115378444012,700,1
B00463,1.6827629475121952,96.0026375387079,2939,5
B00464,-1.082730993348287,132.30827175457367,1882,5
B00465,5.356933324067214,115.42712889141256,3308,2
B00466,-4.627200148097031,133.9661317014887,2359,2
B00467,-6.142894533208367,130.69530768440356,3864,2
B00468,3.766185179220825,117.92211377670259,1961,1
B00469,-7.198870745169305,140.9723728136608,582,1
B00470,5.374783170490392,116.25545354364723,2398,2
B00471,-10.793373930273122,127.03921252216013,3233,3
B00472,5.487940054029863,125.81097571645105,4733,2
B00473,-10.266281496840206,118.83106889154456,3987,1
B00474,4.149432932867208,121.92611329419489,2904,1
B00475,-2.0290811455329028,131.73600304178953,1263,3
B00476,5.880401534028106,121.29421031854231,4027,1
B00477,-9.745458399498219,115.70682204307994,983,3
B00478,-1.584477165177546,125.45579383268449,1701,5
B00479,5.478143105524683,96.63341562709913,754,3
B00480,-2.10733664910747,100.02291825020137,2827,2
B00481,-0.30022315170053737,100.76961348095608,4670,1
B00482,0.8277277127384917,114.58531252321015,4932,4
B00483,-3.272801898947855,135.10166103314873,662,5
B00484,-0.3315126385709206,124.59155149727381,808,2
B00485,-1.0666566973072964,139.74045002466244,4969,4
B00486,4.319686178346812,96.83728459182743,4878,5
B00487,-10.227411534195216,128.212324063492,2252,1
B00488,-6.223625776932084,109.45327163995145,1981,5
B00489,5.156995229301497,96.07113007490743,1901,1
B00490,4.134484326145577,132.99262773697842,4489,3
B00491,-3.25383520264288,102.48390299775036,2456,4
B00492,-0.4577458373738761,104.84744584907041,2927,4
B00493,-6.284519889320745,110.66142949792415,2200,4
B00494,-7.801940284696058,131.2644273756,3518,2
B00495,-3.1171271160203036,123.73116664188177,3361,3
B00496,-4.9930121235571026,107.1836122489615,3155,5
B00497,-1.0778460985351757,102.75050956296792,4620,2
B00498,-9.678511171595257,100.03921890208579,1067,2
B00499,5.564711730324831,101.89156235660899,3788,4
B00500,5.765582656153249,134.9346770415829,3061,2
B00501,0.8687491383356676,137.4434351648702,2573,2
B00502,-1.8863617721499537,139.52605914985628,2699,4
B00503,-5.738030523132428,133.39766668599805,4067,4
B00504,2.8345153350181267,135.8199549510741,2374,1
B00505,0.6404299334159482,132.54076102131756,2001,5
B00506,-8.235512031136848,139.07056537611737,4556,2
B00507,4.485762136395323,133.89994331104054,3362,2
B00508,2.983133129693872,116.25212335442505,2315,5
B00509,5.146598525962709,109.86969846046583,1542,1
B00510,1.33723164260212,121.87374688717205,3864,3
B00511,-0.5719416690915722,122.97643307915217,1803,1
B00512,-3.889868383059479,121.44606879000324,1591,1
B00513,4.856384217018226,127.50941176516444,499,3
B00514,3.7230861215069417,127.152922629411,1155,4
B00515,-10.23128260819478,99.01093706054436,4855,5
B00516,-10.551761433546716,108.13403278038172,3891,1
B00517,-4.6001227630731565,135.93356862110178,712,4
B00518,2.779406623291159,122.14161248570116,1510,3
B00519,5.7836941983540555,110.11213611680452,3123,5
B00520,-8.44291285124002,134.1210978808215,755,2
B00521,-0.8997778390137032,106.45594513969496,295,3
B00522,-4.524855437272635,113.82319376130661,229,4
B00523,5.488544762848253,107.70771949691513,1950,1
B00524,3.3160216933070483,135.0820964941376,3351,2
B00525,3.2515879800893437,128.50127959281983,1139,1
B00526,-3.0322162834855053,116.170379653894,4161,1
B00527,-3.948068460259692,137.88583829371947,1509,2
B00528,-6.352079777177994,137.66245990499255,2339,4
B00529,-10.041616556934239,127.73015120347249,4807,4
B00530,3.700280396335904,136.03170712947036,4332,3
B00531,2.819317155211319,128.09208358527744,3488,4
B00532,5.995200445864221,123.89774590695122,601,4
B00533,5.94282623025639,114.35601882461935,3593,4
B00534,-1.5576610047553334,107.5796090568213,4810,1
B00535,2.0727860580686794,97.77183849945321,1754,1
B00536,5.061017408001277,131.84001868931284,1596,2
B00537,3.4440056415159948,100.61950171837829,4568,5
B00538,-6.79508227036564,113.8760650703511,2621,2
B00539,-3.34074969972841,105.79317385528506,183,1
B00540,-8.804289942424585,115.91280975723109,359,5
